year,title,author,url,title_describe
2022,Системы распознавания образов,Бобков А.В.,https://t.me/arch_progr/1608,"системы распознавания образов приведены основные подходы к решению задач обработки изображений, определения параметров объектов, поиска объектов на изображении. рассмотрены теоретические основы методов распознавания, особенности их программно-алгоритмической реализации, а также практическое применение в задачах автоматического управления. для студентов мгту им. н.э. баумана, обучающихся по специальности системы автоматического управления может быть полезно инженерам и исследователям, которые занимаются проектированием систем распознавания образов, а также специалистам других направлений деятельности, чьи области интересов включают в себя системы распознавания как важный составной элемент. "
2019,C++. Священные знания,Дьюхерст С.С.,https://t.me/arch_progr/1607,"c . священные знания автор представленной вашему вниманию книги, стивен дьюхерст, эксперт по с с более чем 20-летним опытом применения с в различных областях, рассматривает важнейшие, но зачастую неправильно понимаемые темы программирования и проектирования на с , отсеивая при этом ненужные технические тонкости. в один небольшой том стив уместил то, что он и его рецензенты, опытные консультанты и авторы, считают самым необходимым для эффективного программирования на с . книга адресована тем, кто имеет опыт программирования на c и испытывает необходимость быстро повысить свое знание с до профессионального уровня. издание полезно и квалифицированным программистам на с или java, имеющим небольшой опыт проектирования и разработки сложного кода на с и склонным программировать на с в стиле java. отличие от первого издания заключается в полностью переработанном, улучшенном и исправленном переводе. "
2020,"Машинное обучение: основы, алгоритмы и практика применения","Борхани Реза, Катсаггелос Аггелос, Уатт Джереми",https://t.me/arch_progr/1605,"машинное обучение: основы, алгоритмы и практика применения представлены фундаментальные знания и практические инструменты в области машинного обучения, в том числе более 100 углубленных упражнений на языке python. дано введение в машинное обучение и математическую оптимизацию, включая методы первого и второго порядков, градиентного спуска и ньютона. приведено полное описание обучения с учителем, включая линейную регрессию, двухклассовую и многоклассовую классификацию, а также обучение без учителя и фундаментальные методы генерации признаков дано введение в нелинейное обучение с учителем и без. обсуждается тема автоматизированного отбора подходящих нелинейных моделей, включая перекрестную валидацию, бустирование, регуляризацию и ансамблирование. рассмотрены фиксированно-контурные ядра, нейронные сети, деревья и другие универсальные аппроксиматоры. отдельно дана полная трактовка продвинутых методов оптимизации. электронный архив на сайте издательства содержит коды всех примеров и более 300 цветных иллюстраций. "
2013,Hello World. Как быть человеком в эпоху машин,Ханна Фрай,https://t.me/arch_progr/1604,"hello world. как быть человеком в эпоху машин ханна фрай р. 1984 , английский математик, профессор университетского колледжа лондона, ведущая научных теле и радиопередач, доступно и увлекательно рассказывает о принципах работы компьютерных алгоритмов и искусственного интеллекта, об их применении в разных сферах жизни, приводит яркие примеры их успехов и провалов. автор показывает и возможности, и риски все большего распространения умных машин, ставит вопросы о человеческих способностях, ответственности и морали и приходит, казалось бы, к парадоксальному выводу: никогда еще человек не был так важен, как в эпоху алгоритмов . "
2018,Компьютерные системы. Архитектура и программирование," Брайант Р. Э., О'Халларон Д. Р.",https://t.me/arch_progr/1603,"компьютерные системы. архитектура и программирование в книге описываются стандартные элементы архитектуры, такие как центральный процессор, память, порты ввода-вывода, а также операционная система, компилятор, компоновщик и сетевое окружение. демонстрируются способы представления данных и программ на машинном уровне, приемы оптимизации программ, особенности управления потоками выполнения и виртуальной памятью, а также методы сетевого и параллельного программирования. среди рассматриваемых тем: представление данных и программ на машинном уровне архитектура процессора приемы оптимизации программ компоновка объектных модулей управление потоками выполнения виртуальная память и управление ею ввод/вывод на системном уровне сетевое и параллельное программирование. приведенные примеры для процессоров, совместимых с intel x86-64 , написаны на языках c и ассемблера и предназначены для выполнения в операционной системе linux. в конце каждой главы приведено множество упражнений для закрепления пройденного материала. "
2012,Гид Java-разработчика. Проектно-ориентированный подход,"Рауль-Габриэль Урма, Ричард Уорбертон",https://t.me/arch_progr/1602,"гид java-разработчика. проектно-ориентированный подход этот гид позволит вам прокачать свои навыки ооп и ознакомиться с его приемами на примере реальных проектов. авторы представляют проектно-ориентированный подход к созданию по на java, используя который можно стать эффективным разработчиком. каждая глава книги сконцентрирована на определенном проекте, начинающемся как простое консольное приложение и вырастающем в полноценное приложение. если вы знаете основы программирования на java, то здесь вы изучите современные методы разработки программного обеспечения, которые позволят создавать актуальные, стабильные и поддерживаемые java-приложения. если вы недавно закончили университет или курсы программирования и ищете первую работу в сфере java, то вам обязательно нужно прочитать эту книгу она связывает между собой упражнения в программировании и реальную ежедневную работу профессионального инженера-разработчика. "
2022,Идеальная работа. Программирование без прикрас,Мартин Роберт,https://t.me/arch_progr/1601,"идеальная работа. программирование без прикрас легендарный роберт мартин создал исчерпывающее руководство по хорошей работе для каждого программиста. автор объединяет дисциплины, стандарты и вопросы этики, необходимые для быстрой и продуктивной разработки надежного, эффективного кода, позволяющего испытывать гордость за по, которое вы создаете каждый день. роберт мартин, автор бестселлера чистый код , начинает с прагматического руководства по пяти основополагающим дисциплинам создания программного обеспечения: разработка через тестирование, рефакторинг, простой дизайн, совместное программирование и тесты. затем он переходит к стандартам обрисовывая ожидания мира от разработчиков программного обеспечения, рассказывая, как часто различаются эти подходы, и помогает вам устранить несоответствия. наконец, он обращается к этике программиста, давая десять фундаментальных постулатов, которым должны следовать все разработчики программного обеспечения. "
2021,Математические методы принятия решений,Моисеев Г.В.,https://t.me/arch_progr/1600,"математические методы принятия решений учебное пособие для организации самостоятельной работы студентов при прохождении дисциплины математические методы принятия решений . дисциплина математические методы принятия решений является обязательной дисциплиной базовой части профессионального цикла направления бизнес-информатика . изучение данной дисциплины нацелено на формирование у студентов теоретических сведений по применению математических методов в прикладных задачах принятия решений. в учебном пособии представлен материал лекций, раскрывающий в простой и доступной форме различные разделы прикладной математики из курса теории принятия решений для студентов непрофильных математических специальностей. "
2022,Обработка больших данных с Apache Spark,"Бутаков Н.А., Петров М.В., Насонов Д.",https://t.me/arch_progr/1599,"обработка больших данных с apache spark учебно-методическое пособие содержит теоретический материал и примеры выполнения задач для курса введение в технологии обработки больших данных . пособие составлено с уч том проведения лабораторных работ с помощью фреймворка apache spark. содержание дисциплины охватывает круг вопросов, связанных с организацией построения etl-конвейеров на основе spark sql и dataframe api для распределенного выполнения на кластерных вычислительных системах, включая использование итеративных вычислений, важных для машинного обучения, рассмотрения shuffle механизмов и принципов организации управлением памятью в spark. в результате освоения дисциплины студенты приобретают способности разработки программ и построения конвейеров обработки различных данных, навыки по работе с распределенными кластерными системами, а также способности к применению машинного обучения на распределенных наборах данных. "
2022,Java: оптимизация программ. Практические методы повышения производительности приложений в JVM.,"Эванс Бенджамин, Гоф Джеймс, Ньюланд Крис",https://t.me/arch_progr/1598,"java: оптимизация программ. практические методы повышения производительности приложений в jvm. настройка производительности наука экспериментальная, но это не означает, что инженеры должны прибегать к догадкам и фольклору, чтобы выполнить свою работу хотя часто случается именно так . с помощью этой практической книги разработчики средней и высокой квалификации, работающие со сложными стеками технологий, научатся настраивать высокую производительность java-приложений, используя количественный, поддающийся проверке подход. "
2022,Осваиваем C++17 STL,О’Двайр А.,https://t.me/arch_progr/1597,"осваиваем c 17 stl используйте компоненты стандартной библиотеки в c 17 в полной мере. стандарт c 17, которому посвящена книга, удвоил объем библиотеки в сравнении с с 11. вы узнаете о наиболее важных особенностях стандартной библиотеки c 17 со множеством примеров, научитесь создавать свои типы итераторов, диспетчеры памяти, пулы потоков выполнения. "
2022,Основы программирования с Java,Т. Машнин,https://t.me/arch_progr/1596,"основы программирования с java эта книга предназначена для всех, кто хочет изучить основы программирования с использованием языка java. эта книга даст понимание основных элементов программирования на java и абстракции данных с использованием объектно-ориентированного подхода. с этой книгой вы научитесь писать программы с использованием переменных, массивов, управляющих операторов, циклов, рекурсии, абстракции данных и объектов в интегрированной среде разработки. вы изучите основы языка программирования java, познакомитесь с его синтаксисом, типами данных, объектами и классами и многим другим. "
2019,"Начало работы с Ethereum: Пошаговое руководство, как стать разработчиком блокчейна",Бауэр Д.П.,https://t.me/arch_progr/1594,"начало работы с ethereum: пошаговое руководство, как стать разработчиком блокчейна данная книга является пошаговым руководством по разработке блокчейна ethereum. читатель глава за главой пройдет весь путь от установки необходимого программного обеспечения до написания, тестирования и развертывания смарт-контрактов. начало работы с ethereum посвящено технологиям, наиболее тесно связанным с ethereum, таким как ipfs, filecoin, ens, chainlink, truffle, ganache, openzeppelin, pinata, fleek, infura, metamask и opensea. автор дэви бауэр расскажет вам о создании проекта, о том, как компилировать проекты и контракты, конфигурировать сети и развертывать смарт-контракты на блокчейнах. затем он рассказывает о смарт-контрактах, включая их развертывание и проверку. в этой книге блокчейн рассматривается таким образом, что позволит вам сосредоточиться на теме, которая вас больше всего интересует, широко охватывая технологии, связанные с ethereum. "
2019,Алгоритмы и структуры данных. Извлечение информации на языке Java,Аллен Б. Доуни,https://t.me/arch_progr/1593,"алгоритмы и структуры данных. извлечение информации на языке java в книге вы изучите, как следует реализовывать эффективные алгоритмы на основе важнейших структур данных на java, а также как измерять производительность этих алгоритмов. каждая глава сопровождается упражнениями, помогающими закрепить материал. - научитесь работать со структурами данных, например, со списками и словарями, разберитесь, как они работают - напишите приложение, которое читает страницы википедии, выполняет синтаксический разбор и обеспечивает навигацию по полученному дереву данных - анализируйте код и учитесь прогнозировать, как быстро он будет работать и сколько памяти при этом потреблять - пишите классы, реализующие интерфейс map, пользуйтесь при этом хеш-таблицей и двоичным деревом поиска - создайте простой веб-поисковик с собственным поисковым роботом: он будет индексировать веб-страницы, сохранять их содержимое и возвращать нужные результаты "
2019,Управление модулем ARDUINO по Wi-Fi с мобильных устройств,Белов А.В.,https://t.me/arch_progr/1592,"управление модулем arduino по wi-fi с мобильных устройств перед вами интерактивный самоучитель с qr-кодами для перехода к приложениям и необходимым ресурсам. в книге доступным языком от простого к сложному раскрываются все секреты схемотехники и программирования в данной области. изучение материала происходит на конкретных примерах, специально разработанных автором для данной книги. в качестве основы для примеров выбраны популярные и широко распространенные микроконтроллерные модули: универсальный модуль широкого применения arduino и популярный wi-fi модуль esp-01, использующий самую удачную и недорогую на данный момент микросхему е5р8266ех. книга предназначена для начинающих программистов и радиолюбителей, желающих научиться создавать полезные устройства, управляемые по сети wi-fi при помощи смартфона или планшета. "
2022,"SQL. Сборник рецептов, 2-е издание","Роберт де Грааф, Энтони Молинаро",https://t.me/arch_progr/1590,"sql. сборник рецептов, 2-е издание рассмотрены готовые рецепты для решения практических задач при работе с субд oracle, db2, sql server, mysql и postgresql. описаны извлечение записей из таблиц, сортировка результатов запросов, принципы работы с несколькими таблицами, обработка запросов с метаданными. рассказывается о способах поиска данных средствами sql,о составлении отчетов и форматировании результирующих множеств, работе с иерархическими запросами. рассматривается использование оконных функций, обобщенных табличных выражений отв , сбор данных в блоки, формирование гистограмм, текущих сумм и подсумм, агрегация скользящего диапазона значений. описан обход строки и ее синтаксический разбор на символы, приведены способы упрощения вычислений внутри строки. "
2022,Осваиваем Ethereum. Создание смарт-контрактов и децентрализованных приложений,Андреас Антонопулос,https://t.me/arch_progr/1588,"осваиваем ethereum. создание смарт-контрактов и децентрализованных приложений ethereum окно в мир всемирных децентрализованных вычислений. эта платформа позволяет реализовывать децентрализованные приложения dapps и смарт-контракты без центральных точек доступа или контроля, интегрироваться с платежной сетью и работать с открытым блокчейном. в этом практическом пособии андреас антонопулос и гэвин вуд дают всю информацию, необходимую для построения смарт-контрактов и децентрализованных приложений в ethereum и других блокчейн системах. "
2018,Kafka в действии,"Дилан Скотт, Виктор Гамов, Дейв Клейн",https://t.me/arch_progr/1587,"kafka в действии это практическое руководство показывает, как использовать распределенную потоковую платформу apache kafka для удовлетворения различных бизнес-требований. рассказывается, как устроена kafka и где она может пригодиться на практике описываются характеристики проектов, в которых может пригодиться эта платформа. рассматриваются основные ее компоненты клиенты и кластер, представлены варианты улучшения работающего кластера. книга адресована разработчикам, желающим ознакомиться с идеей потоковой обработки данных. для изучения примеров кода понадобятся базовые знания командной строки желательно иметь навыки программирования на языке java. "
2020,"Веб-дизайн для начинающих. HTML, CSS, jаvascript и веб-графика",Роббинс Дж.,https://t.me/arch_progr/1586,"веб-дизайн для начинающих. html, css, jаvascript и веб-графика книга поможет освоить веб-дизайн, не имея опыта. на практических примерах показано, как создать простой сайт и постепенно его совершенствовать. рассказано о создании веб-страниц, содержащих текст, ссылки, изображения, таблицы и формы. описано применение css для создания и выбора цвета, фона, форматирования текста, макетирования страниц и выполнения простой анимации. даны основы js и подчеркнута его важность в веб-дизайне. описано создание, оптимизация и сокращение времени загрузки веб-изображений. в каждой главе представлены упражнения, которые позволят освоить описанные методики, и краткие контрольные вопросы для закрепления ключевых понятий. "
2022,Профессиональный TypeScript. Разработка масштабируемых jаvascript-приложений.,Б. Черный,https://t.me/arch_progr/1585,"профессиональный typescript. разработка масштабируемых jаvascript-приложений. любой программист, работающий с языком с динамической типизацией, подтвердит, что задача масштабирования кода невероятно сложна и требует большой команды инженеров. вот почему facebook, google и microsoft придумали статическую типизацию для динамически типизированного кода. работая с любым языком программирования, мы отслеживаем исключения и вычитываем код строку за строкой в поиске неисправности и способа ее устранения. typescript позволяет автоматизировать эту неприятную часть процесса разработки. typescript, в отличие от множества других типизированных языков, ориентирован на прикладные задачи. он вводит новые концепции, позволяющие выражать идеи более кратко и точно, и легко создавать масштабируемые и безопасные современные приложения. "
2021,Администрирование СУБД: Учебное пособие,"Е. Н. Королев, Б. Н. Тишуков, А. В. Мандрыкин",https://t.me/arch_progr/1584,"администрирование субд: учебное пособие учебное пособие содержит материал по разделам администрирования систем управления базами данных. теоретический материал сопровождается примерами программного кода, что предназначено для овладения студентами практическими навыками решения задач по администрированию субд. "
2022,Kafka Streams в действии. Приложения и микросервисы для работы в реальном времени,Беджек Билл,https://t.me/arch_progr/1583,"kafka streams в действии. приложения и микросервисы для работы в реальном времени узнайте как реализовать потоковую обработку на платформе kafka в этой книге рассмотрены реальные примеры сбора, преобразования и агрегации данных. показана работа со множественными процессорами, обработка событий в режиме реального времени. вы узнаете даже о потоковом sql с ksql эксплуатация и тестирование, мониторинг и отладка современных распределенных систем - вы получите всю необходимую информацию о самых сложных аспектах потоковой обработки. kafka streams api - ключ к эффективному применению kafka на практике. темы, рассматриваемые в книге: - использование kstreams api - фильтрация, преобразование и дробление данных - работа с processor api - интеграция с внешними системами "
2021,Информационная безопасность. Защита информации на объектах информатизации,Келдыш Н.В.,https://t.me/arch_progr/1582,"информационная безопасность. защита информации на объектах информатизации в учебном пособии подробно рассматриваются проблемы обеспечения информационной безопасности сетей, понятным языком излагаются базовые понятия криптографической защиты информации, детально обсуждаются понятия идентификации, аутентификации и авторизации пользователей при работе в информационных сетях, приводятся принципы комплексной защиты информации в сетях. автором приводится классификация вредоносных программ, описываются современные подходы к обеспечению анонимности работы в интернете, даются рекомендации по повышению безопасности работы в интернете. "
2021,"SQL за 10 минут, 5-е издание",Бен Форта,https://t.me/arch_progr/1581,"sql за 10 минут, 5-е издание в книге sql за 10 минут предлагаются простые и практичные решения для тех, кто хочет быстро получить результат. проработав все 22 урока, на каждый из которых придется затратить не более 10 минут, вы узнаете обо всем, что необходимо для практического применения sql. приведенные в книге примеры подходят для ibm db2, microsoft access, microsoft sql server, mysql, oracle, postgresql, sqlite, mariadb и apache openoffice base. "
2021,Глубокое обучение. Самый краткий и понятный курс,Джон Д. Келлехер,https://t.me/arch_progr/1580,"глубокое обучение. самый краткий и понятный курс в этой книге простым и доступным для неспециалистов языком раскрываются такие сложные темы, как искусственный интеллект, нейросети, машинное обучение, глубокое обучение. автор рассказывает о предпосылках глубокого обучения, его истории и базовых основах, а также проводит экскурс в будущее этой технологии, раскрывая перед читателями ее потенциал "
2019,"Справочник HTML. Кратко, быстро, под рукой",Кириченко А.В.,https://t.me/arch_progr/1579,"справочник html. кратко, быстро, под рукой данный справочник содержит полную информацию об html5 в удобной и наглядной форме. структура справочника позволяет быстро и удобно находить нужную информацию, получать примеры использования тех или иных тегов html. отдельное внимание уделено отраслевым рекомендациям по хорошему стилю использования html для верстки веб-сайтов, приведено описание приемов семантической верстки. справочник будет полезен всем, кто использует или изучает html: от начинающих до профессионалов. "
2022,"Web на практике. CSS, HTML, jаvascript, MySQL, PHP для fullstack-разработчиков",Кириченко А.В.,https://t.me/arch_progr/1578,"web на практике. css, html, jаvascript, mysql, php для fullstack-разработчиков разработка многофункционального сайта, как правило, требует нескольких разных специалистов, но в данной книге мы расскажем, как все сделать самому fullstack-разработчик это разработчик, который обладает знаниями всех технологий полным стеком для создания полноценных многофункциональных веб-сайтов. данная книга посвящена fullstack-разработке сайта. в книге рассмотрен полный цикл создания полноценных сайтов и интернет-порталов: идея или постановка целей и задач сайта. создание макета дизайна сайта. верстка. создание frontend а. программирование backend а. базовое наполнение контентом. разворачивание на хостинге. в книге приведено описание всех ключевых технологий web-разработки, знание которых необходимо fullstack-разработчикам. "
2021,Unity в действии. Мультиплатформенная разработка на C#. 2-е межд. изд.,Хокинг Джозеф,https://t.me/arch_progr/1576,"unity в действии. мультиплатформенная разработка на c . 2-е межд. изд. второе издание знаменитого бестселлера unity в действии было полностью переработано, чтобы познакомить вас с новыми подходами и идеями, позволяющими максимально эффективно использовать unity для разработки игр. больше внимания уделено проектированию двумерных игр, фундаментальные концепции которых читатель может применить на практике и построить сложный двумерный платформер. эту книгу можно смело назвать введением в unity для профессиональных программистов. джозеф хокинг дает людям, имеющим опыт разработки, всю необходимую информацию, которая поможет быстро освоить новый инструмент и приступить к созданию новых игр. а учиться лучше всего на конкретных проектах и практических заданиях. "
2022,C# 9.0. Справочник. Полное описание языка,Джозеф Албахари,https://t.me/arch_progr/1575,"c 9.0. справочник. полное описание языка в соответствии с традициями справочников o reilly это основательно обновленное издание будет наилучшим однотомным источником информации по языку c , из доступных на сегодняшний день. организованное вокруг концепций и сценариев использования, новое издание книги снабдит программистов средней и высокой квалификации лаконичным планом получения глубоких знаний по c и .net. освойте все аспекты языка c , от синтаксиса и переменных до таких сложных тем, как указатели, записи, замыкания и шаблоны. тщательно исследуйте linq с помощью трех глав, специально посвященных этой теме. узнайте о параллелизме и асинхронности, расширенной многопоточной обработке и параллельном программировании. научитесь работать с функциональными средствами .net, включая регулярные выражения, взаимодействие с сетью, промежутки, рефлексию и криптографию. "
2021,Решение задач на современном C++,Мариус Бансила,https://t.me/arch_progr/1574,"решение задач на современном c эта книга сборник практических задач по языку с 17: от математических и вычислительных до архитектурных, построенных на базе шаблонов проектирования. здесь собрано 100 задач, которые помогут вам применить на практике разнообразные возможности c и его стандартной библиотеки, а также опробовать множество сторонних, кроссплатформенных библиотек. "
2021,1400 задач по программированию ,Д. Златопольский,https://t.me/arch_progr/1573,"1400 задач по программированию овладеть искусством программирования невозможно без решения задач разного типа и уровня сложности. в данной книге читатель найдет более 1400 задач, охватывающих широкий круг тем: вычисления по формулам, обработка данных во время ввода, использование массивов и многие другие. задачи не привязаны к конкретному языку программирования и могут быть решены в программе на любом языке pascal, python, с, школьном алгоритмическом языке и др. издание пригодится читателям, самостоятельно осваивающим науку программирования, а также студентам, специальность которых связана с it-сферой. преподаватели школ, колледжей и вузов также могут использовать данный материал в своей работе. "
